product_name,hsncode,gst,MRP,saleprice,purchase price,sub_category,category,patanjali_cat,box_size,
PREMIUM XL CREAM SELLA 25 KG,10063020,5.00,0.00,0.00,0.00,RICE,RICE/PULSES/SPICES,FOOD,1,
SUPERIOR DETERGENT POWDER 500 GM - T,34029011,18.00,35.00,27.46,25.93,DETERGENT POWDER,HOME CARE,NON FOOD,50,
CORN FLAKES MIX 35GM  - T,19041010,18.00,10.00,7.53,7.11,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,200,
MUSTARD OIL 15 LTR.  - T,15149920,5.00,"1,650.00",1510.99,1474.14,MUSTARD OIL,PHYSICAL OIL & GHEE,FOOD,1,
AASTHA COWS GHEE 200 ML,04059020,12.00,125.00,106.29,106.29,GHEE,PHYSICAL OIL & GHEE,FOOD,60,
AASTHA MUSTARD OIL 500 ML (B)-T,15149920,5.00,65.00,57.85,57.85,MUSTARD OIL,PHYSICAL OIL & GHEE,FOOD,24,
AASTHA MUSTARD OIL 200 ML (B)-T,15149920,5.00,30.00,26.70,26.70,MUSTARD OIL,PHYSICAL OIL & GHEE,FOOD,48,
BASMATI RICE 1 KG(SILVER) - (NEW),10063020,5.00,80.00,69.26,NOTFORRETAIL,RICE,RICE/PULSES/SPICES,FOOD,20,
BASMATI RICE 5 KG(SILVER) - (NEW),10063020,5.00,395.00,341.99,NOTFORRETAIL,RICE,RICE/PULSES/SPICES,FOOD,4,
SHISHU CARE BABY DIAPER (LARGE-4) - T,96190040,12.00,49.00,38.04,36.03,SHISHU CARE,HOME CARE,NON FOOD,36,
DANT KANTI DENTAL CREAM (ADV) 2X100-GM,33061020,18.00,160.00,117.91,111.34,DANT KANTI,HOME CARE,NON FOOD,36,
AASTHA AGARBATTI BHAKTI - 150 GM,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
HERBAL SUHAG TEEKA (NEW),33049940,0.00,75.00,66.67,63.49,TEEKA,NATURAL PERSONAL CARE,NON FOOD,48,
SHISHU CARE BABY DIAPER (SMALL-11) - T,96190040,12.00,99.00,76.86,72.79,SHISHU CARE,HOME CARE,NON FOOD,20,
MUSTARD OIL 15 KG  - T,15149920,5.00,"1,775.00",1625.46,1585.81,MUSTARD OIL,PHYSICAL OIL & GHEE,FOOD,1,
ROZANA BASMATI RICE 2*10KG,10063020,5.00,0.00,0.00,0.00,RICE,RICE/PULSES/SPICES,FOOD,2,
DANT KANTI D.C ADVANCE  100-GM (48PC),33061020,18.00,90.00,66.32,62.63,DANT KANTI,HOME CARE,NON FOOD,48,
CHEF SP. CREAM SELLA MINI MONGRA 25 KG,10063020,5.00,0.00,0.00,0.00,RICE,RICE/PULSES/SPICES,FOOD,1,
CHEF SP. CREAM SELLA MINI MONGRA-2 25 KG,10063020,5.00,0.00,0.00,0.00,RICE,RICE/PULSES/SPICES,FOOD,1,
SHISHU CARE BABY DIAPER (LARGE-8) - T,96190040,12.00,99.00,76.86,72.79,SHISHU CARE,HOME CARE,NON FOOD,20,
SHISHU CARE BABY DIAPER (MEDIUM-36) - T,96190040,12.00,389.00,302.02,286.00,SHISHU CARE,HOME CARE,NON FOOD,5,
SHISHU CARE BABY DIAPER (MEDIUM-9) - T,96190040,12.00,99.00,76.86,72.79,SHISHU CARE,HOME CARE,NON FOOD,20,
SHISHU CARE BABY DIAPER (SMALL-46) - T,96190040,12.00,449.00,348.60,330.12,SHISHU CARE,HOME CARE,NON FOOD,5,
SHISHU CARE BABY DIAPER (LARGE-34) - T,96190040,12.00,449.00,348.60,330.12,SHISHU CARE,HOME CARE,NON FOOD,5,
GAJJAK GUD KHASTA 200 GM,17049090,5.00,60.00,47.62,45.24,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,48,
DANT KANTI MEDICATED ORAL GEL 100 G(48),30049011,12.00,45.00,36.53,34.59,DANT KANTI,HOME CARE,NON FOOD,48,
MOGRA BODY CLEANSER 20 GM,34011941,5.00,5.00,4.23,4.23,BATHING SOAP,HOME CARE,NON FOOD,400,
SUPER BASMATI RICE 5 KG,10063020,5.00,565.00,459.91,432.65,RICE,RICE/PULSES/SPICES,FOOD,4,
GARLIC PICKLE 500 GM,20019000,12.00,80.00,60.53,57.32,PICKLE,BISCUIT & CONFFECTIONARY,FOOD,20,
GINGER PICKLE 500 GM,20019000,12.00,90.00,68.10,64.49,PICKLE,BISCUIT & CONFFECTIONARY,FOOD,20,
KATHAL PICKLE 500 GM,20019000,12.00,100.00,75.67,71.65,PICKLE,BISCUIT & CONFFECTIONARY,FOOD,20,
DIVYA MAHAYOGRAJ GUGGUL ( 120 TAB),30049011,12.00,141.00,104.91,NOTFORRETAIL,DIVYA GUGGUL,JUICES & NATURAL BEVERAGES,FOOD,400,
DIVYA SHAD BINDU TAILA - 40 ML,30049011,12.00,94.00,69.94,NOTFORRETAIL,DIVYA BINDU TAIL,JUICES & NATURAL BEVERAGES,FOOD,100,
CREAMFEAST MILK & VANILLA 84G X 100 PKT,19053100,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,100,
APPLE BEVERAGE - 1000 ML,22029020,12.00,85.00,65.42,61.96,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,12,
ORANGE BEVERAGE - 1000 ML,22029020,12.00,85.00,65.42,61.96,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,12,
PINE APPLE BEVERAGE - 1000 ML,22029020,12.00,85.00,65.42,61.96,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,12,
SESAME OIL 500 ML (B)-T (24),15155091,5.00,100.00,84.66,80.43,SESAME OIL,PHYSICAL OIL & GHEE,FOOD,24,
